seller_id,seller_state,seller_city,units_sold,orders,revenue,distinct_products,avg_seller_handling_days,late_rate,avg_review_score,cum_share
3d871de0142ce09b7081e2b9d1733cb1,SP,campo limpo paulista,1143.0,1076.0,94508.20007896423,202.0,2.825817860300619,0.0592396109637489,4.150134048257373,0.20583331888598147
edb1ef5e36e0c8cd84eb3c9b003e486d,RJ,teresopolis,175.0,166.0,79284.55070114136,55.0,1.2528735632183907,0.07471264367816093,4.454022988505747,0.21170868543376278
ccc4bbb5f32a6ab2b7066a4130f114e3,PR,curitiba,192.0,187.0,74004.61924743652,12.0,2.708994708994709,0.07407407407407407,4.319148936170213,0.2171927836655438
f7ba60f8c3f99e7ee4042fdef03b70c4,SP,sao bernardo do campo,230.0,219.0,68395.0,9.0,1.925764192139738,0.16593886462882096,4.218340611353712,0.22226118213008497
fe2032dab1a61af8794248c8196565c9,SP,campinas,306.0,294.0,65959.60940551758,70.0,1.501639344262295,0.08524590163934426,4.395348837209302,0.22714910643789493
8581055ce74af1daba164fdbd55a40de,SP,guarulhos,432.0,385.0,64549.420206069946,32.0,2.6370023419203745,0.09836065573770492,4.265258215962441,0.23193252894333347
cca3071e3e9bb7d12640c9fbe2301306,SP,ibitinga,829.0,711.0,63984.99017190933,322.0,3.563882063882064,0.05385556915544676,3.88875,0.2366741244684594
04308b1ee57b6625f47df1d56f00eedf,SC,bombinhas,94.0,94.0,60130.60193634033,20.0,5.760869565217392,0.11956521739130435,3.9456521739130435,0.2411300912865906
522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,180.0,174.0,57168.49009037018,39.0,2.264044943820225,0.10112359550561797,3.914285714285714,0.2453665513698448
17e34d8224d27a541263c4c64b11a56b,SP,riberao preto,266.0,253.0,55470.32012748718,111.0,2.6346153846153846,0.08076923076923077,4.2015503875969,0.2494771688910344
de722cd6dad950a92b7d4f82673f8833,PE,recife,379.0,339.0,55426.09800720215,7.0,1.5543766578249336,0.03978779840848806,4.167553191489362,0.2535845093404125
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,sao paulo,341.0,332.0,55375.59112548828,19.0,1.8892215568862276,0.08383233532934131,3.97583081570997,0.25768810698692884
37be5a7c751166fbc5f8ccba4119e043,SP,sao paulo,281.0,272.0,55350.55010986328,9.0,2.884892086330935,0.025179856115107913,4.327272727272727,0.26178984897374574
218d46b86c1881d022bce9c68a7d4b15,SP,ribeirao preto,425.0,387.0,54699.30004119873,143.0,1.5785714285714285,0.09047619047619047,4.172248803827751,0.26584333019810846
25c5c91f63607446a97b143d2d535d31,MG,itauna,269.0,158.0,54679.219467163086,18.0,3.9135338345864663,0.06015037593984962,3.7471698113207546,0.2698953233553521
ceaec5548eefc6e23e6607c5435102e7,SP,sao paulo,209.0,201.0,52487.18016052246,33.0,2.6941747572815533,0.05825242718446602,4.201970443349754,0.2737848758567585
f5a590cf36251cf1162ea35bef76fe84,SP,sao bernardo do campo,119.0,114.0,51717.77998352051,61.0,2.3983050847457625,0.1016949152542373,4.279661016949152,0.2776174121044075
966cb4760537b1404caedd472cc610a5,SP,diadema,75.0,75.0,51286.050048828125,17.0,1.6865671641791045,0.029850746268656716,4.134328358208955,0.2814179550873721
e882b2a25a10b9c057cc49695f222c19,RJ,teresopolis,58.0,57.0,51057.53997039795,19.0,3.0689655172413794,0.0,4.586206896551724,0.285201564374443
b2ba3715d723d245138f291a6fe42594,SP,sao paulo,359.0,333.0,50968.279804229736,180.0,4.948571428571428,0.08571428571428572,4.204610951008646,0.28897855905387954
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,nova friburgo,31.0,30.0,50628.90026855469,28.0,2.096774193548387,0.0967741935483871,4.193548387096774,0.2927304040773835
f8db351d8c4c4c22c6835c19a46f01b0,SP,salto,723.0,666.0,50498.69996261597,146.0,1.2254901960784315,0.058823529411764705,4.251758087201125,0.2964726006319832
17f51e7198701186712e53a39c564617,SP,sao paulo,61.0,56.0,48019.0,27.0,11.704918032786885,0.08196721311475409,4.344262295081967,0.30003103949255494
8160255418d5aaa7dbdc9f4c64ebda44,SP,ibitinga,431.0,385.0,47017.69046020508,57.0,3.8726415094339623,0.1792452830188679,3.8544152744630074,0.3035152765001546
77530e9772f57a62c906e1c21538ab82,PR,curitiba,388.0,319.0,46470.50001525879,170.0,1.7559055118110236,0.11548556430446194,4.081364829396326,0.3069589640639209
4e922959ae960d389249c378d1c939f5,SP,jacarei,454.0,420.0,46030.37001609802,136.0,3.2556053811659194,0.10762331838565023,3.9027149321266967,0.3103700358778233
c826c40d7b19f62a09e2d7c5e7295ee2,SP,guarulhos,373.0,354.0,45643.73970413208,17.0,2.2164383561643834,0.09041095890410959,4.09065934065934,0.3137524565260043
850f4f8af5ea87287ac68de36e29107f,SP,sao paulo,192.0,187.0,45355.359718322754,42.0,0.8952879581151832,0.06282722513089005,4.288770053475936,0.3171135068301941
b33e7c55446eabf8fe1a42d037ac7d6d,SP,pradopolis,155.0,152.0,44985.16990661621,34.0,1.9736842105263157,0.13157894736842105,4.190789473684211,0.32044712428880684
ba90964cff9b9e0e6f32b23b82465f7b,SP,guarulhos,38.0,38.0,44212.500091552734,11.0,0.9473684210526315,0.05263157894736842,4.421052631578948,0.3237234831977556
eeb6de78f79159600292e314a77cbd18,SC,lages,84.0,83.0,43739.840003967285,46.0,0.9879518072289156,0.03614457831325301,4.421686746987952,0.3269648157208258
4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,394.0,368.0,43517.49994659424,70.0,3.4473007712082264,0.04627249357326478,4.201030927835052,0.3301896717762391
