month_start,product_id,category,units_sold,orders,revenue,freight,revenue_rank
2017-01-01,04c48a5fe31aedc4ef3896c005fd483c,perfumery,2,2,619.7999877929688,44.65999984741211,41
2017-01-01,027cdd14a677a5834bc67a9789db5021,perfumery,6,6,599.4000091552734,109.18999862670898,42
2017-01-01,ddebc97ddf43a9787d1ee7012e394ccc,cool_stuff,1,1,598.4000244140625,33.45000076293945,43
2017-01-01,721b56b7d205d6750e97716593bcb370,health_beauty,1,1,589.9000244140625,20.0,44
2017-01-01,30469bb5ea377eae7121981e2f0778e4,sports_leisure,5,5,565.0,173.02999877929688,45
2017-01-01,7642ddbf174d9a97119510f56be6c201,toys,2,2,559.97998046875,40.59000015258789,46
2017-01-01,1f2b62e693c588aef7be1f457137b15e,furniture_decor,4,1,559.5999755859375,18.0,47
2017-01-01,c8c073a1cae6a98799d7581958ede514,home_appliances_2,1,1,559.0,18.0,48
2017-01-01,66f01f544ba693e1a1a7428caec79279,furniture_decor,2,1,518.0,18.0,49
2017-01-01,5c6dad13ed0e96184a1bad2adbbd6394,garden_tools,1,1,510.0,25.040000915527344,50
2017-02-01,489ae2aa008f021502940f251d4cce7f,housewares,1,1,6735.0,194.30999755859375,1
2017-02-01,4c50dcc50f1512f46096d6ef0142c4a9,unknown,1,1,3980.0,62.7400016784668,2
2017-02-01,071930404657f7cd416f75bd063a9d4b,computers_accessories,1,1,3699.989990234375,36.22999954223633,3
2017-02-01,5e954c4ed342c50436d25d5f50a34919,computers,1,1,3549.0,53.470001220703125,4
2017-02-01,9453bde60c4ee52155c963641736cfc5,health_beauty,5,5,2574.949951171875,84.02000045776367,5
2017-02-01,06abf4be826ed1d548e8a22a3d75d912,health_beauty,4,4,2396.0,161.0500030517578,6
2017-02-01,c62dee961914cc2e49239963b04258ec,office_furniture,3,3,2099.969970703125,214.93000411987305,7
2017-02-01,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumery,5,5,1919.4999694824219,98.0099983215332,8
2017-02-01,10558db20f88e2b71f8dff4614f9e3bf,small_appliances,1,1,1890.0,46.27000045776367,9
2017-02-01,561bea95142a07c5a363216f47879cbe,toys,1,1,1699.989990234375,82.55999755859375,10
2017-02-01,ce750e0c764699fb4564a06b4b8c295b,watches_gifts,1,1,1591.199951171875,35.630001068115234,11
2017-02-01,cf78006a2a6b0429b9663edd99bb38f9,furniture_decor,5,5,1499.949951171875,110.52999877929688,12
2017-02-01,ad53b56bfd80cb8adc160a3deaa239b9,telephony,10,7,1429.9000549316406,201.11000061035156,13
2017-02-01,6cdd53843498f92890544667809f1595,health_beauty,4,4,1399.5999755859375,107.71000099182129,14
2017-02-01,efd9689d6ae4ee9111b9b9f8b0f87f12,air_conditioning,2,2,1380.0,121.36000061035156,15
2017-02-01,add32d15ff7c76396b982686227d9553,watches_gifts,1,1,1349.0,18.229999542236328,16
2017-02-01,d248fe1e952b5b5d62572369cc23ac3c,watches_gifts,1,1,1323.0,24.959999084472656,17
2017-02-01,a448325c57fbf792a2f6ac7d1b730917,air_conditioning,7,7,1315.2999572753906,167.17000198364258,18
2017-02-01,25da7af0ae86de644e6410fec1d599d1,auto,2,2,1300.0,173.2199935913086,19
2017-02-01,de9305867467640bebc680708d43f27a,sports_leisure,1,1,1299.989990234375,67.51000213623047,20
2017-02-01,7cb009e2ae1cdf7d16e8fbf0255ba953,toys,1,1,1299.0,24.790000915527344,21
2017-02-01,68f3adaef1620e7b0c4c7cd9f78d7ed0,musical_instruments,1,1,1297.25,20.110000610351562,22
2017-02-01,15d5088ad671c687e6ee89b9ba4e0766,small_appliances,2,2,1271.800048828125,82.5,23
2017-02-01,38dcb9ae53c258cfba73583f9454d721,garden_tools,1,1,1250.0,40.790000915527344,24
2017-02-01,04c48a5fe31aedc4ef3896c005fd483c,perfumery,4,4,1239.5999755859375,68.42000198364258,25
2017-02-01,cd74b22e441a1149c4b94faee78becbb,watches_gifts,1,1,1221.030029296875,25.389999389648438,26
2017-02-01,f22c9d6ce2431ff939aad39e026cc7ef,auto,1,1,1199.9000244140625,31.389999389648438,27
2017-02-01,0e9dfb804bafa3d68ef3ee7a621abfb2,furniture_living_room,3,2,1194.0,315.9500045776367,28
2017-02-01,1957efa6b2babcb8552b5f3072108d41,cool_stuff,1,1,1169.0,59.72999954223633,29
2017-02-01,659966e9c909841fb346bc47ebf45ea9,office_furniture,2,1,1117.800048828125,128.5399932861328,30
2017-02-01,0c8862859cb952ee81428f80dc8140d9,garden_tools,1,1,1099.0,47.20000076293945,31
2017-02-01,e251ebd2858be1aa7d9b2087a6992580,garden_tools,11,5,1098.900016784668,196.49999713897705,32
2017-02-01,147df4d924f569e480fbd77099707f08,cool_stuff,1,1,1049.0,52.83000183105469,33
2017-02-01,04dc26a02c448f6f2b914f01c2902ebd,consoles_games,3,3,1030.1999816894531,61.55999946594238,34
2017-02-01,4fcb3d9a5f4871e8362dfedbdb02b064,auto,7,7,1006.6000213623047,183.73000144958496,35
2017-02-01,b44e238dee5686eb00c9130a613519b3,garden_tools,1,1,990.0,104.37000274658203,36
2017-02-01,cb26d15d1b6eabaac7c0803774245884,sports_leisure,1,1,969.0,128.1699981689453,37
2017-02-01,61d980017b9f55ac2451dbf0bdb849f2,office_furniture,1,1,960.0,82.51000213623047,38
2017-02-01,97ac99fefa9cf4eb8f825136a89e8f40,telephony,1,1,949.0,35.2599983215332,39
2017-02-01,9dfef86fb34051388a7263a31642386c,health_beauty,1,1,890.0,116.87000274658203,40
2017-02-01,81c891c541361f1108fe9e2a645324d9,cool_stuff,1,1,869.0,41.06999969482422,41
2017-02-01,98d61056e0568ba048e5d78038790e77,auto,5,5,845.0,111.5999984741211,42
2017-02-01,58efb9b638561ce132216a9a612513e2,furniture_living_room,8,3,831.9199829101562,284.1400089263916,43
2017-02-01,8ce0b48cdcc4b753ae4de64497998338,telephony,6,4,791.9400329589844,96.02999877929688,44
2017-02-01,9d6e01d4baea7a847db8d67e24e093bf,baby,1,1,790.0,67.36000061035156,45
2017-02-01,b52af48deef5c1fb35c99248a5269973,cool_stuff,2,2,770.0,133.27999877929688,46
2017-02-01,c13e94ddeafb40833a4c2e02c65bbb5f,health_beauty,1,1,760.0,193.83999633789062,47
2017-02-01,7aab18bec732db73232f712de3ba14fc,auto,2,2,758.0,59.97999954223633,48
2017-02-01,229c012e97328ba74fd0f4a1c29f8e51,toys,1,1,739.9000244140625,21.920000076293945,49
2017-02-01,99e51ed7faea9cbf65fc7bb4ea396cd0,cool_stuff,1,1,739.9000244140625,21.920000076293945,50
2017-03-01,470433f95ba906e17efac3fce39e9ffd,computers_accessories,3,3,8999.669677734375,110.89000129699707,1
2017-03-01,6902c1962dd19d540807d0ab8fade5c6,watches_gifts,1,1,3999.89990234375,17.010000228881836,2
2017-03-01,eba7488e1c67729f045ab43fac426f2e,perfumery,15,15,2980.899932861328,261.67000102996826,3
2017-03-01,e9a69340883a438c3f91739d14d3a56d,housewares,17,14,2888.2998962402344,422.28000259399414,4
2017-03-01,c1fe1d0cdc60f0908dd825d2a096f85a,garden_tools,2,2,2830.0,185.61000061035156,5
2017-03-01,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,11,11,2769.7100372314453,836.8899841308594,6
2017-03-01,5263b67de8e3edbade45ea923f6c4e79,sports_leisure,1,1,2600.0,26.06999969482422,7
2017-03-01,2b9de6c892dd8bfb80322b1650d9904e,pet_shop,1,1,2498.0,76.37999725341797,8
2017-03-01,14e9b59d37c1571b980c02e237a5d395,garden_tools,1,1,2200.0,124.98999786376953,9
2017-03-01,1d7099ae41da8738fa29e4c51a5a492b,garden_tools,1,1,2130.0,60.400001525878906,10
2017-03-01,7c7a6e88e5df5c4aa1d4526a833e59e7,computers_accessories,1,1,2120.389892578125,48.209999084472656,11
2017-03-01,fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,3,3,2069.6700439453125,88.94000053405762,12
2017-03-01,99a4788cb24856965c36a24e339b6058,bed_bath_table,22,20,1977.800033569336,300.35999870300293,13
2017-03-01,35f2f253dd0f52362515bb0394741a84,watches_gifts,1,1,1949.9000244140625,17.010000228881836,14
2017-03-01,56a2556592a309ac9f087be6ca82fbf0,health_beauty,3,3,1949.7000732421875,52.65999794006348,15
2017-03-01,23ed7a10a36c6f88a757a9c83df9ea20,perfumery,4,4,1839.5999755859375,75.35000038146973,16
2017-03-01,e48f857c5498e6408410be1fda8e0fe4,sports_leisure,1,1,1800.0,26.06999969482422,17
2017-03-01,79896466715d0179d8e5c8a84e5f0a18,cool_stuff,4,4,1796.0,115.51000022888184,18
2017-03-01,1c756cc8c5e3b4a2fcf83d1690f8084d,watches_gifts,1,1,1775.0,18.229999542236328,19
2017-03-01,b6f7a80ce020adcd7918fca6246bf96a,small_appliances,2,2,1748.0,37.0099983215332,20
2017-03-01,78819ab10b4a44927c832a21c06849e0,computers_accessories,3,3,1740.81005859375,75.84000015258789,21
2017-03-01,152397b614be35e54106663bd5671f7d,garden_tools,3,1,1737.0,73.5,22
2017-03-01,7e0dc102074f8285580c9777f79c90cf,garden_tools,45,39,1590.5000686645508,631.1300048828125,23
2017-03-01,12485f9cdebb6ca179826ede539554ad,air_conditioning,2,2,1589.9599609375,33.25,24
2017-03-01,ddb6b29657e50476a9698d4606bb6471,small_appliances,1,1,1589.0,59.63999938964844,25
2017-03-01,dbb4ce89c8ed5fb6fd901e2e51093179,housewares,18,14,1509.8199615478516,329.3199996948242,26
2017-03-01,229c012e97328ba74fd0f4a1c29f8e51,toys,2,2,1479.800048828125,43.84000015258789,27
2017-03-01,58327c5dd67068015c5a9c5eeb51d848,toys,2,2,1479.800048828125,38.70000076293945,28
2017-03-01,338925450cde31710e3fd65b8bac0b1f,health_beauty,2,2,1460.0,259.1000061035156,29
2017-03-01,c6dd917a0be2a704582055949915ab32,cool_stuff,14,14,1399.8599700927734,233.01999759674072,30
2017-03-01,6e6752783a53e4832b969f1417ca34cf,consoles_games,4,4,1399.5999755859375,60.89000129699707,31
2017-03-01,2c7619bcea25989e443487d30e0aa25f,watches_gifts,1,1,1375.0,34.119998931884766,32
2017-03-01,e34c56a36fdb6854b10410b776c39442,small_appliances,2,2,1374.0,44.709999084472656,33
2017-03-01,e8bf29c4bfb2d46faeba76ed3db7f44f,small_appliances,1,1,1309.989990234375,45.7400016784668,34
2017-03-01,66e0e2eae7c7ea6eae5a004c80a22bc2,watches_gifts,1,1,1300.52001953125,24.799999237060547,35
2017-03-01,dec4cd5561ffdae063f94385555a5683,watches_gifts,1,1,1275.0,23.100000381469727,36
2017-03-01,38dcb9ae53c258cfba73583f9454d721,garden_tools,1,1,1250.0,34.25,37
2017-03-01,e7bca943d8e86d7b45c6d24634c55850,garden_tools,1,1,1250.0,34.25,38
2017-03-01,861857117917aaa99611defcc0d514cd,food,7,7,1216.0,89.89000034332275,39
2017-03-01,e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,5,5,1205.030014038086,106.58999824523926,40
2017-03-01,f22c9d6ce2431ff939aad39e026cc7ef,auto,1,1,1199.9000244140625,25.690000534057617,41
2017-03-01,90375e3ead4149e7ce79f04c8f6c0545,auto,1,1,1199.0,40.939998626708984,42
2017-03-01,45df8892a1d74d2e8f960dc06625fdab,telephony,4,4,1196.0,78.08000087738037,43
2017-03-01,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumery,3,3,1179.6999816894531,57.670000076293945,44
2017-03-01,46292acbc08d49b95138891146f7287b,pet_shop,4,2,1166.0,65.04000091552734,45
2017-03-01,f35927953ed82e19d06ad3aac2f06353,books_general_interest,10,9,1150.0,159.82999992370605,46
2017-03-01,ab8ba49579d5b0173f85517ce22968c6,perfumery,5,5,1149.4999694824219,87.1899995803833,47
2017-03-01,683cfdf77dfc3c305e4769968a854e10,office_furniture,1,1,1099.9000244140625,92.58000183105469,48
2017-03-01,8c591ab0ca519558779df02023177f44,garden_tools,11,11,1099.8899765014648,335.92999267578125,49
2017-03-01,386486367c1f9d4f587a8864ccb6902b,bed_bath_table,10,8,1099.000015258789,178.5100040435791,50
2017-04-01,3ecf69ee1fe21cfd40b30cbea549e563,small_appliances,2,2,5178.0,49.30000114440918,1
2017-04-01,a6492cc69376c469ab6f61d8f44de961,small_appliances,1,1,4799.0,151.33999633789062,2
2017-04-01,c3ed642d592594bb648ff4a04cee2747,small_appliances,1,1,4690.0,74.33999633789062,3
2017-04-01,78b7b1ff2d3f06a589354ddf2f4f9db3,perfumery,14,13,4100.599914550781,261.98999786376953,4
2017-04-01,4ca7b91a31637bd24fb8e559d5e015e4,small_appliances,1,1,3999.0,195.75999450683594,5
2017-04-01,99a4788cb24856965c36a24e339b6058,bed_bath_table,34,31,3056.600051879883,511.7000012397766,6
2017-04-01,a8bac9bc4001039c362db47eee5aee9a,computers_accessories,1,1,2951.0,58.529998779296875,7
2017-04-01,cea7edf64d9e93fbf6b89cc3ba537cd9,garden_tools,1,1,2690.0,61.2400016784668,8
2017-04-01,e9a69340883a438c3f91739d14d3a56d,housewares,15,15,2558.4999084472656,419.59000396728516,9
2017-04-01,65841ad29fc48cd40902e03da7511e05,cool_stuff,3,3,2547.0,410.7799987792969,10
2017-04-01,46e5995ddd4728e50343ef6bdb45b75f,fixed_telephony,5,1,2492.5,74.40000057220459,11
2017-04-01,9fc063fd34fed29ccc57b7f8e8d03388,health_beauty,6,6,2220.0,152.8700008392334,12
2017-04-01,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,8,8,2079.199951171875,483.0599899291992,13
2017-04-01,aef8207c2e91f4fcdbc0824737abf358,health_beauty,6,6,2039.93994140625,94.59999942779541,14
2017-04-01,600add16084eeeead5c56279ccef0d7e,cool_stuff,1,1,1999.0,28.15999984741211,15
2017-04-01,24fffbd0188d2b7ceb351214c514b28c,perfumery,7,7,1989.2999572753906,105.99999904632568,16
2017-04-01,74ab21b84ab4ccc188721da75b439526,market_place,1,1,1964.0,147.57000732421875,17
2017-04-01,601a360bd2a916ecef0e88de72a6531a,cool_stuff,14,14,1819.8600769042969,243.5499973297119,18
2017-04-01,821719b9a2288a792ba3ca0c9962f467,bed_bath_table,1,1,1740.0,66.68000030517578,19
2017-04-01,c6dd917a0be2a704582055949915ab32,cool_stuff,17,17,1699.829963684082,241.43999862670898,20
2017-04-01,b7a89537c40b1f5a18b5ba75dbb91cbe,musical_instruments,6,6,1673.6199340820312,98.73999977111816,21
2017-04-01,017e3ffa31fcd2f8061fa66a9e486381,watches_gifts,1,1,1654.43994140625,18.229999542236328,22
2017-04-01,1a71a941d0691bd3d15ee51d5fb3b11b,watches_gifts,1,1,1653.8800048828125,25.75,23
2017-04-01,a3aab6d23ab543e36652264fce5ed7be,consoles_games,1,1,1609.9000244140625,47.66999816894531,24
2017-04-01,e72e59338050d312832e22ea7aedc0fd,auto,4,1,1596.0,123.91999816894531,25
2017-04-01,5237739bb5fee495dbd337755a138660,watches_gifts,1,1,1549.0,26.049999237060547,26
2017-04-01,685a5d6795fa0aeafc83984918957827,furniture_decor,4,1,1540.0,142.9199981689453,27
2017-04-01,a300dbe48179df6ad75c74a9fd9bc6bc,electronics,2,1,1499.800048828125,41.900001525878906,28
2017-04-01,47d52bb24ef8a3aa09724f00604be3ba,dvds_blu_ray,1,1,1420.0,15.579999923706055,29
2017-04-01,de72ea95a1cd05b1a597d294a425be57,auto,2,2,1400.0,240.70999908447266,30
2017-04-01,41b32e93d4f4db03491412efc40f3c91,watches_gifts,1,1,1399.0,25.0,31
2017-04-01,27152d405eaca93403563ce6acfccfa6,watches_gifts,1,1,1375.0,25.329999923706055,32
2017-04-01,d41d8cd98f00b204e9800998ecf8427e,auto,6,6,1329.5999755859375,218.6999969482422,33
2017-04-01,e251ebd2858be1aa7d9b2087a6992580,garden_tools,10,8,1315.8999938964844,178.01000022888184,34
2017-04-01,0de1e69dff6f40f9f71be7034a8bb8d2,perfumery,4,3,1299.5999755859375,65.18000030517578,35
2017-04-01,985bf2af90ac31349ca19417e2752410,home_construction,2,2,1240.199951171875,46.04999923706055,36
2017-04-01,f22c9d6ce2431ff939aad39e026cc7ef,auto,1,1,1199.9000244140625,25.690000534057617,37
2017-04-01,a70f58bd49225ad1d9f199d3766385a8,computers_accessories,4,4,1196.0,72.85000228881836,38
2017-04-01,c8194120cffeb4eea08d08e91ed1d284,costruction_tools_garden,2,2,1179.800048828125,65.17000007629395,39
2017-04-01,a5d86c5969b4279aad7973985215a4e9,computers_accessories,1,1,1140.9000244140625,20.56999969482422,40
2017-04-01,c92f0e7b9d49a9543558d6532772441b,luggage_accessories,8,7,1119.199951171875,223.8799934387207,41
2017-04-01,c10d7c70907ad6d09ada0581ef6bf839,watches_gifts,5,5,1079.4999694824219,98.1200008392334,42
2017-04-01,f522bb1400b17373f48c625ccdcb3a13,garden_tools,2,2,1050.0,116.5999984741211,43
2017-04-01,e9c1abcc7126360336d8f56d49041a8c,health_beauty,3,3,1047.0,49.83000183105469,44
2017-04-01,11bbef4e2a44601d9dd471aa1fb433e6,health_beauty,3,3,1019.969970703125,55.22999954223633,45
2017-04-01,98d61056e0568ba048e5d78038790e77,auto,6,6,1014.0,127.09999656677246,46
2017-04-01,c41394a593b75e8e4f3d1fb5e93e151e,sports_leisure,1,1,999.989990234375,97.94999694824219,47
2017-04-01,f2260011ffd0ed4238e48fc8dc2319de,small_appliances,1,1,999.989990234375,69.05000305175781,48
2017-04-01,3e6092cf0f56b9c78bcbd539157b9f70,unknown,1,1,999.9000244140625,22.700000762939453,49
2017-04-01,e6baba6c7819d44817a76305e082d682,garden_tools,1,1,998.9000244140625,41.0,50
2017-05-01,1bdf5e6731585cf01aa8169c7028d6ad,art,1,1,6499.0,227.66000366210938,1
2017-05-01,99a4788cb24856965c36a24e339b6058,bed_bath_table,58,55,5214.200088500977,870.6900033950806,2
2017-05-01,9453bde60c4ee52155c963641736cfc5,health_beauty,11,11,5089.989990234375,187.4199981689453,3
2017-05-01,fe59a1e006df3ac42bf0ceb876d70969,computers_accessories,5,4,4027.2999267578125,205.22000122070312,4
2017-05-01,ba55945d930e34e802e5dd2e5cffdcc8,musical_instruments,2,2,3798.239990234375,72.43000221252441,5
2017-05-01,e272c7b6c21c38e8ee510666a28460d4,computers_accessories,3,1,3597.0,69.41999816894531,6
2017-05-01,af51d485dc5255ba2e18b21b550156e6,luggage_accessories,12,12,3118.7999267578125,741.5499992370605,7
2017-05-01,1d16c0509e7011656e03c6a582ff6667,health_beauty,4,3,3040.0,895.2999877929688,8
2017-05-01,d7324d4c913e7b424cb61675dafc8c10,sports_leisure,1,1,2799.0,28.0,9
2017-05-01,0e030462875259ec0cb868f7ecf1fd5e,unknown,1,1,2740.0,54.5,10
2017-05-01,d5991653e037ccb7af6ed7d94246b249,computers_accessories,15,7,2715.699920654297,281.3199939727783,11
2017-05-01,de9305867467640bebc680708d43f27a,sports_leisure,2,2,2599.97998046875,185.57999801635742,12
2017-05-01,159dc4423e5092c3baa443379a458fa9,health_beauty,5,5,2431.989990234375,96.6399974822998,13
2017-05-01,ace4686a281385c082500437e5e73b61,auto,2,2,2399.97998046875,83.86000061035156,14
2017-05-01,f22c9d6ce2431ff939aad39e026cc7ef,auto,2,2,2399.800048828125,92.78000259399414,15
2017-05-01,601a360bd2a916ecef0e88de72a6531a,cool_stuff,18,18,2339.820098876953,328.9099979400635,16
2017-05-01,11bbef4e2a44601d9dd471aa1fb433e6,health_beauty,7,7,2319.929931640625,82.72999858856201,17
2017-05-01,18e41d0c2a7cac6a8d53d3fcc13da3c4,computers_accessories,2,2,2287.5899658203125,42.27000045776367,18
2017-05-01,cc971e0365873137b8bef2ebad633e6f,cool_stuff,10,10,2249.9000549316406,211.600004196167,19
2017-05-01,951aee2eea1136dd1f2cb63241c90ab7,health_beauty,1,1,2249.0,39.310001373291016,20
2017-05-01,c6dd917a0be2a704582055949915ab32,cool_stuff,22,22,2199.7799530029297,330.45999908447266,21
2017-05-01,b0b727747746e677a470d0948bb68520,musical_instruments,1,1,2109.89990234375,40.90999984741211,22
2017-05-01,4e5e41fb7d296a6f776c63fee5cb9fac,watches_gifts,3,3,2007.0,55.900001525878906,23
2017-05-01,08574b074924071f4e201e151b152b4e,garden_tools,20,17,1956.0,797.950008392334,24
2017-05-01,4aa52adb5489aa151e17023d4e153297,pet_shop,1,1,1878.3299560546875,102.37999725341797,25
2017-05-01,aaccb76bf4427c9196a531cb10a79458,health_beauty,1,1,1850.0,28.389999389648438,26
2017-05-01,a9e9edb1bcac585bfbfa381ce40e5d99,garden_tools,1,1,1820.0,81.62000274658203,27
2017-05-01,29427de7f8a9ee983d9dbc51cec569b4,cool_stuff,18,18,1799.8199615478516,280.39000701904297,28
2017-05-01,d05d4a7430d1293367ba2ffbedcdef05,sports_leisure,1,1,1799.0,27.34000015258789,29
2017-05-01,e7c8819338fc9a87e81ea2d90898f612,garden_tools,4,4,1796.0,121.18999862670898,30
2017-05-01,65841ad29fc48cd40902e03da7511e05,cool_stuff,2,2,1698.0,283.760009765625,31
2017-05-01,28a4dc65b49348e9de7f1aa7bfbabfd8,home_appliances_2,1,1,1697.0,60.40999984741211,32
2017-05-01,5fc3e6a4b52b0c414458104ed4037f1c,computers_accessories,19,15,1691.0,296.30999755859375,33
2017-05-01,6c34d241bbd85d693f1fee6a4b8a8e2b,small_appliances,2,2,1690.0,140.70999908447266,34
2017-05-01,6bc9ae87edf6ad4063076624b8ad0268,watches_gifts,1,1,1672.0,25.450000762939453,35
2017-05-01,c10d7c70907ad6d09ada0581ef6bf839,watches_gifts,8,3,1671.199951171875,132.75999450683594,36
2017-05-01,a9516a079e37a9c9c36b9b78b10169e8,office_furniture,13,7,1624.869972229004,233.3199977874756,37
2017-05-01,f2169c25db6a579fde210bf8ce7ce9d7,garden_tools,2,2,1598.0,50.420000076293945,38
2017-05-01,d2e131d6f19ae0d665fc1a6c420b4f4c,watches_gifts,2,2,1568.989990234375,28.610000610351562,39
2017-05-01,d389bacae4eb98af95b782dae3b7f03a,watches_gifts,2,2,1518.0,27.020000457763672,40
2017-05-01,f71973c922ccaab05514a36a8bc741b8,luggage_accessories,15,13,1468.5000228881836,391.45000076293945,41
2017-05-01,ffdde3d63e889c9a9f9ec30d82a4c815,toys,1,1,1449.0,55.61000061035156,42
2017-05-01,0296dd002a346e3bbdda4e0bc48a5073,furniture_bedroom,3,1,1440.0,95.21999931335449,43
2017-05-01,6cdd53843498f92890544667809f1595,health_beauty,4,4,1399.5999755859375,106.91999816894531,44
2017-05-01,31a2f42a87890f87d77daebdfabc182e,toys,10,10,1394.4999694824219,162.0300006866455,45
2017-05-01,fa126ff62aae83e37857ad495641c878,computers_accessories,7,3,1392.5,112.42000484466553,46
2017-05-01,ae347727b83d554247d6cc36029a8392,health_beauty,1,1,1359.0,52.619998931884766,47
2017-05-01,dd1759836cc99a88be1a42bf6673abe0,perfumery,8,8,1352.0,123.59999942779541,48
2017-05-01,dceb3f67aef3484498a7caa4ba50f484,garden_tools,3,3,1347.0,149.73999786376953,49
2017-05-01,6ae38d49db7fc65ad1779828542aecba,garden_tools,6,6,1324.0,146.26999855041504,50
2017-06-01,fd0065af7f09af4b82a0ca8f3eed1852,auto,8,8,15999.919921875,280.399995803833,1
2017-06-01,99a4788cb24856965c36a24e339b6058,bed_bath_table,51,48,4584.900077819824,753.2299894094467,2
